Date,Ball1,Ball2,Ball3,Ball4,Ball5,Star1,Star2
1400540400,5,33,36,38,47,4,9
1400194800,23,26,29,37,40,3,4
1399935600,4,13,30,34,47,2,6
1399590000,3,21,26,28,45,7,10
1399330800,5,19,24,31,37,1,9
1398985200,4,30,31,38,42,2,11
1398726000,18,23,26,35,44,3,11
1398380400,13,21,24,44,49,1,9
1398121200,13,15,20,24,46,1,8
1397775600,21,24,31,39,47,3,7
1397516400,3,14,26,47,50,7,11
1397170800,8,12,19,30,33,4,11
1396911600,11,18,29,42,49,4,11
1396566000,6,10,28,45,50,10,11
1396306800,16,18,26,38,44,8,10
1395964800,3,4,19,28,43,3,7
1395705600,7,20,26,28,50,2,8
1395360000,7,30,37,39,42,5,7
1395100800,8,27,34,36,39,5,10
1394755200,6,24,25,27,30,5,9
1394496000,1,4,23,33,44,7,8
1394150400,5,10,38,40,41,1,8
1393891200,3,5,22,27,44,1,6
1393545600,12,32,38,43,44,2,7
1393286400,21,25,28,35,42,4,6
1392940800,13,17,28,30,32,5,7
1392681600,23,26,36,37,49,6,7
1392336000,2,4,6,19,39,2,7
1392076800,8,17,25,41,47,1,2
1391731200,3,17,19,46,47,9,10
1391472000,1,21,33,37,38,4,8
1391126400,8,10,15,16,31,8,9
1390867200,18,20,23,42,48,2,9
1390521600,5,19,34,35,41,1,5
1390262400,4,12,35,42,48,5,8
1389916800,19,26,32,33,42,4,10
1389657600,18,20,25,26,37,10,11
1389312000,1,2,11,27,29,1,10
1389052800,2,20,27,33,45,6,10
1388707200,3,27,31,38,44,3,8
1388448000,13,20,24,29,45,3,7
1388102400,1,6,13,22,28,5,10
1387843200,5,19,31,43,50,2,6
1387497600,12,13,17,22,43,3,10
1387238400,6,8,27,37,41,7,10
1386892800,1,22,23,24,31,6,11
1386633600,6,24,35,49,50,1,7
1386288000,1,2,18,31,36,7,10
1386028800,6,13,15,29,32,2,9
1385683200,2,7,10,23,43,4,7
1385424000,19,23,27,42,44,3,5
1385078400,13,25,26,40,50,8,9
1384819200,14,15,19,36,45,1,10
1384473600,3,13,15,29,42,1,4
1384214400,14,29,37,40,48,2,11
1383868800,20,28,35,42,43,8,10
1383609600,6,12,13,35,38,2,3
1383264000,7,19,29,30,33,3,8
1383004800,9,10,30,32,37,2,6
1382655600,2,3,10,31,38,6,10
1382396400,29,33,39,41,44,9,11
1382050800,5,25,36,46,47,2,6
1381791600,18,27,39,43,47,4,7
1381446000,6,12,17,23,43,5,9
1381186800,23,24,26,33,42,3,5
1380841200,6,20,24,35,50,5,10
1380582000,19,23,25,44,48,8,9
1380236400,11,15,38,41,43,2,6
1379977200,10,20,26,28,43,9,11
1379631600,5,11,35,38,45,2,3
1379372400,13,17,21,42,44,9,11
1379026800,4,6,14,27,33,5,10
1378767600,7,11,14,28,30,2,10
1378422000,11,23,25,32,37,4,7
1378162800,5,9,16,18,42,7,9
1377817200,2,17,25,36,45,5,9
1377558000,7,30,38,40,43,2,6
1377212400,1,6,26,30,37,5,8
1376953200,5,11,42,49,50,8,11
1376607600,20,24,27,37,39,5,10
1376348400,5,17,20,47,50,1,4
1376002800,4,7,9,23,24,8,9
1375743600,16,17,31,47,49,3,11
1375398000,21,36,37,42,48,4,7
1375138800,3,4,11,14,43,1,6
1374793200,12,23,29,38,49,3,4
1374534000,14,15,16,19,44,4,5
1374188400,13,16,24,26,35,2,5
1373929200,19,23,34,47,50,4,6
1373583600,18,26,32,33,42,2,3
1373324400,16,18,31,38,49,4,10
1372978800,4,12,15,28,33,1,10
1372719600,11,13,14,28,30,4,5
1372374000,1,15,28,35,47,1,7
1372114800,4,5,13,27,35,1,2
1371769200,10,11,30,36,45,1,2
1371510000,17,24,33,41,44,1,11
1371164400,10,25,41,47,48,6,10
1370905200,5,7,9,25,41,1,5
1370559600,7,14,26,45,50,2,7
1370300400,31,33,34,37,40,1,6
1369954800,27,28,29,34,43,5,10
1369695600,8,13,26,34,38,3,11
1369350000,7,17,22,27,40,2,3
1369090800,7,8,19,28,29,5,9
1368745200,6,20,24,25,50,9,10
1368486000,7,8,24,27,36,5,11
1368140400,1,32,35,45,48,4,11
1367881200,13,27,28,42,43,4,6
1367535600,3,5,34,40,49,2,3
1367276400,13,36,40,43,50,5,9
1366930800,11,16,24,38,40,2,5
1366671600,1,4,7,10,50,4,11
1366326000,1,8,42,46,48,4,7
1366066800,1,11,22,33,50,4,6
1365721200,5,10,15,28,45,3,9
1365462000,15,35,38,44,48,5,10
1365116400,1,11,17,32,39,2,7
1364857200,12,17,25,29,41,1,4
1364515200,13,30,43,44,46,5,9
1364256000,4,26,30,42,44,6,11
1363910400,12,27,32,34,49,8,9
1363651200,19,32,35,37,44,1,9
1363305600,4,14,21,24,39,3,10
1363046400,2,4,10,22,50,5,8
1362700800,3,20,23,28,42,8,11
1362441600,8,19,31,33,39,2,7
1362096000,1,11,29,36,42,4,5
1361836800,3,12,13,17,30,2,6
1361491200,15,16,28,36,37,2,11
1361232000,12,15,28,30,44,8,9
1360886400,2,4,22,28,42,4,9
1360627200,5,11,16,25,28,7,9
1360281600,9,11,14,34,44,10,11
1360022400,6,25,31,40,45,6,7
1359676800,5,21,34,37,38,1,6
1359417600,9,16,26,36,39,2,6
1359072000,3,10,18,31,37,2,4
1358812800,1,10,44,45,48,1,4
1358467200,4,26,27,30,39,3,10
1358208000,22,38,40,42,47,1,11
1357862400,4,22,29,37,41,4,7
1357603200,2,20,22,26,47,5,9
1357257600,4,10,22,27,41,8,10
1356998400,2,7,8,36,49,1,11
1356652800,17,24,26,27,49,3,5
1356393600,14,18,20,23,32,3,10
1356048000,3,5,22,40,42,3,10
1355788800,14,18,20,35,44,2,5
1355443200,10,11,29,40,43,3,11
1355184000,1,4,9,43,50,6,8
1354838400,10,16,18,31,42,2,5
1354579200,5,10,28,29,44,2,4
1354233600,10,18,23,24,40,3,4
1353974400,6,10,23,44,49,1,7
1353628800,1,9,11,20,40,1,5
1353369600,28,30,42,45,49,5,10
1353024000,10,15,19,23,41,2,9
1352764800,11,16,21,24,29,2,6
1352419200,14,21,22,28,47,4,5
1352160000,7,20,25,35,41,1,9
1351814400,3,6,10,11,44,3,4
1351555200,23,24,25,31,44,2,3
1351206000,5,6,9,27,38,5,11
1350946800,1,28,35,38,50,2,10
1350601200,16,29,37,40,44,8,10
1350342000,10,32,40,41,49,2,8
1349996400,6,7,17,35,43,2,8
1349737200,2,8,10,23,25,8,9
1349391600,9,16,18,19,21,2,3
1349132400,4,16,21,36,42,7,8
1348786800,20,23,26,30,33,6,9
1348527600,7,25,27,48,49,1,4
1348182000,4,19,34,41,43,7,11
1347922800,6,7,38,39,44,7,9
1347577200,3,10,23,27,44,7,9
1347318000,6,15,22,37,44,2,4
1346972400,13,15,30,35,42,4,6
1346713200,11,17,18,39,44,5,10
1346367600,16,28,31,33,48,7,11
1346108400,1,18,25,26,44,4,5
1345762800,5,6,12,19,37,3,7
1345503600,4,5,17,38,48,3,4
1345158000,19,25,28,33,44,2,8
1344898800,1,16,38,42,45,9,10
1344553200,11,17,21,48,50,9,10
1344294000,20,27,34,46,50,2,3
1343948400,24,34,35,42,46,1,5
1343689200,4,29,35,36,39,8,9
1343343600,14,15,21,23,48,2,10
1343084400,4,16,18,25,44,1,11
1342738800,10,19,23,45,49,9,10
1342479600,2,7,24,43,46,8,10
1342134000,8,18,25,35,46,4,9
1341874800,1,3,16,24,37,1,8
1341529200,31,32,38,40,42,1,3
1341270000,2,7,22,27,40,3,6
1340924400,14,17,28,29,39,1,11
1340665200,1,11,20,22,35,8,10
1340319600,14,18,19,43,49,3,7
1340060400,7,17,20,35,50,5,11
1339714800,10,22,27,38,48,3,7
1339455600,8,15,26,30,48,9,10
1339110000,5,11,22,34,40,9,11
1338850800,13,34,37,47,49,8,9
1338505200,2,4,14,26,36,9,10
1338246000,8,15,17,25,28,3,11
1337900400,12,22,35,46,49,2,8
1337641200,16,31,32,37,41,1,7
1337295600,13,29,43,47,50,9,11
1337036400,2,11,13,26,50,2,5
1336690800,1,13,17,38,44,2,11
1336431600,3,21,34,38,48,5,8
1336086000,3,26,39,40,41,1,2
1335826800,4,5,15,19,41,9,11
1335481200,20,27,30,36,43,1,6
1335222000,8,9,24,43,48,3,5
1334876400,3,6,29,32,41,10,11
1334617200,10,28,33,48,49,1,10
1334271600,8,13,26,39,43,3,5
1334012400,22,25,27,36,37,5,9
1333666800,11,20,30,35,45,2,3
1333407600,1,8,18,25,30,9,10
1333062000,4,17,23,36,46,6,10
1332802800,24,27,29,34,36,7,8
1332460800,9,15,23,31,50,8,11
1332201600,15,16,28,30,46,3,4
1331856000,3,4,12,23,50,4,7
1331596800,1,10,25,43,47,8,9
1331251200,3,32,36,39,47,6,9
1330992000,23,24,27,37,47,2,6
1330646400,5,6,11,30,44,2,6
1330387200,1,10,17,33,48,2,3
1330041600,3,7,12,26,34,8,10
1329782400,11,14,24,25,29,7,11
1329436800,4,11,28,38,47,10,11
1329177600,14,27,36,42,46,8,11
1328832000,3,8,14,31,41,7,11
1328572800,3,15,17,28,33,2,4
1328227200,16,19,20,25,28,1,10
1327968000,9,34,38,43,45,2,4
1327622400,10,13,19,39,44,2,6
1327363200,1,2,6,20,36,8,11
1327017600,2,10,22,27,28,6,8
1326758400,12,22,30,31,44,5,6
1326412800,13,14,21,27,39,6,8
1326153600,4,9,10,30,40,2,9
1325808000,1,6,10,12,31,2,7
1325548800,3,30,42,45,49,5,10
1325203200,16,36,43,44,50,7,8
1324944000,19,21,25,26,44,3,7
1324598400,7,21,22,24,28,1,11
1324339200,1,9,12,14,48,1,7
1323993600,2,5,10,23,31,2,5
1323734400,7,12,18,33,37,1,11
1323388800,12,21,29,44,47,1,2
1323129600,19,20,21,34,38,3,9
1322784000,7,27,30,40,43,8,9
1322524800,11,25,41,45,50,2,7
1322179200,14,19,26,28,34,5,8
1321920000,16,18,24,38,40,2,4
1321574400,4,12,24,39,44,2,4
1321315200,6,17,22,45,47,3,11
1320969600,1,4,18,23,30,3,7
1320710400,1,4,15,29,40,1,5
1320364800,11,14,41,43,50,2,9
1320105600,14,20,23,45,46,1,11
1319756400,16,17,20,39,50,4,8
1319497200,12,22,27,28,39,4,10
1319151600,2,19,33,37,46,5,8
1318892400,18,23,37,46,48,2,10
1318546800,12,23,29,32,47,3,5
1318287600,1,4,12,16,48,9,10
1317942000,18,26,34,38,42,5,8
1317682800,14,16,23,38,45,8,11
1317337200,5,15,28,31,44,1,6
1317078000,18,27,28,35,40,3,5
1316732400,6,14,33,34,48,2,6
1316473200,9,19,25,36,38,7,11
1316127600,2,8,17,39,42,3,10
1315868400,9,28,30,32,49,9,10
1315522800,5,21,28,31,34,1,2
1315263600,35,42,47,48,50,8,9
1314918000,12,26,37,38,44,4,7
1314658800,2,8,10,19,46,5,9
1314313200,12,22,25,33,45,5,7
1314054000,4,6,14,42,50,2,4
1313708400,6,14,16,28,31,2,11
1313449200,1,13,17,18,45,3,8
1313103600,7,10,20,27,37,4,7
1312844400,7,23,24,34,36,8,11
1312498800,13,14,18,32,34,1,10
1312239600,5,8,14,24,33,3,8
1311894000,12,19,27,37,38,5,10
1311634800,1,5,22,25,48,3,11
1311289200,4,15,23,49,50,2,6
1311030000,3,16,25,26,35,5,9
1310684400,6,26,33,34,39,3,4
1310425200,17,19,38,42,45,9,10
1310079600,12,13,23,40,49,7,10
1309820400,11,28,29,47,49,1,5
1309474800,8,11,23,31,46,8,9
1309215600,15,16,30,44,50,2,3
1308870000,5,16,20,30,41,6,11
1308610800,17,20,35,49,50,3,4
1308265200,11,16,21,22,44,3,8
1308006000,5,12,19,41,48,8,10
1307660400,3,19,20,37,48,8,11
1307401200,6,25,36,38,40,4,10
1307055600,4,39,40,49,50,2,5
1306796400,1,9,10,22,50,5,11
1306450800,9,17,25,28,49,8,9
1306191600,16,23,24,26,29,2,9
1305846000,10,14,20,25,42,8,11
1305586800,20,21,37,45,46,2,3
1305241200,9,11,17,36,47,1,2
1304982000,3,10,15,28,45,5,7
1304636400,11,16,20,22,28,4,9
1304031600,15,25,38,40,41,1,2
1303426800,11,22,36,45,48,1,4
1302822000,4,6,21,39,41,2,6
1302217200,21,23,38,47,50,2,6
1301612400,4,17,21,22,33,4,8
1301011200,6,12,21,27,33,3,7
1300406400,1,13,20,26,50,6,7
1299801600,17,19,24,37,46,2,7
1299196800,11,25,27,28,41,5,8
1298592000,12,13,42,45,48,3,9
1297987200,2,3,15,45,49,5,9
1297382400,12,14,15,19,23,7,8
1296777600,2,11,24,35,47,5,9
1296172800,13,23,24,41,42,1,5
1295568000,3,11,13,18,21,4,5
1294963200,2,14,24,39,44,6,7
1294358400,1,22,32,48,50,6,7
1293753600,2,24,34,38,43,1,7
1293148800,19,36,38,42,46,2,8
1292544000,3,20,29,35,42,3,8
1291939200,2,3,10,33,46,7,8
1291334400,8,19,28,32,46,4,7
1290729600,9,28,36,41,49,5,7
1290124800,12,15,32,36,45,7,9
1289520000,7,19,23,29,47,1,6
1288915200,21,23,33,40,50,4,5
1288306800,16,20,22,32,42,8,9
1287702000,4,5,9,11,39,3,5
1287097200,2,31,36,38,43,3,7
1286492400,9,30,35,39,46,6,8
1285887600,1,4,6,27,48,1,6
1285282800,1,4,16,40,48,1,9
1284678000,17,27,29,38,50,1,3
1284073200,17,21,35,41,45,1,5
1283468400,13,24,26,47,49,4,8
1282863600,1,6,13,30,49,1,9
1282258800,5,27,31,40,42,1,6
1281654000,4,9,15,21,47,2,7
1281049200,13,25,28,29,42,4,5
1280444400,3,4,11,28,39,2,8
1279839600,4,13,35,37,46,3,9
1279234800,38,39,45,46,49,7,8
1278630000,9,24,37,39,49,3,9
1278025200,12,13,36,41,46,1,8
1277420400,1,8,18,28,31,8,9
1276815600,2,29,31,32,38,1,4
1276210800,2,22,24,36,44,1,2
1275606000,4,17,34,40,42,4,9
1275001200,4,9,31,32,33,3,7
1274396400,7,19,30,38,50,4,7
1273791600,1,17,31,43,47,2,3
1273186800,3,6,15,21,32,7,9
1272582000,6,22,24,25,36,3,8
1271977200,3,7,8,43,46,6,8
1271372400,9,11,17,26,40,3,9
1270767600,7,21,23,24,44,3,4
1270162800,12,18,24,26,45,4,5
1269561600,8,16,18,37,43,2,6
1268956800,10,28,30,38,39,2,7
1268352000,1,26,33,36,46,6,7
1267747200,12,18,19,43,49,3,9
1267142400,7,11,18,29,42,6,7
1266537600,12,31,37,38,43,2,3
1265932800,1,5,18,38,45,4,6
1265328000,34,35,38,39,46,3,4
1264723200,9,17,30,39,43,5,7
1264118400,4,22,27,36,44,7,9
1263513600,11,26,29,49,50,4,7
1262908800,4,5,14,44,46,8,9
1262304000,9,22,24,27,36,5,7
1261699200,4,5,14,17,34,3,5
1261094400,14,30,32,35,49,3,8
1260489600,20,41,43,44,46,2,9
1259884800,18,19,25,30,44,1,3
1259280000,5,8,13,15,33,8,9
1258675200,5,9,28,43,47,2,9
1258070400,13,15,25,26,32,3,4
1257465600,11,19,34,43,45,5,9
1256860800,9,33,35,38,40,2,6
1256252400,6,18,20,29,31,2,8
1255647600,12,23,30,31,47,3,4
1255042800,7,11,29,46,50,4,7
1254438000,22,23,24,29,44,1,5
1253833200,6,17,18,21,34,3,9
1253228400,6,16,30,38,41,2,4
1252623600,12,15,35,42,43,4,6
1252018800,6,9,20,38,39,3,9
1251414000,8,36,37,41,49,5,7
1250809200,4,7,16,31,42,3,5
1250204400,5,8,24,30,49,3,9
1249599600,10,20,22,24,31,2,7
1248994800,5,9,20,21,26,3,6
1248390000,14,15,25,35,47,5,9
1247785200,2,8,17,32,50,3,7
1247180400,6,16,20,42,46,1,6
1246575600,21,29,34,46,47,6,8
1245970800,6,11,21,30,39,2,8
1245366000,4,16,17,20,29,5,7
1244761200,6,14,16,34,50,4,6
1244156400,11,19,26,35,40,2,5
1243551600,2,5,30,37,47,3,6
1242946800,4,13,14,33,43,1,6
1242342000,8,18,19,20,42,5,9
1241737200,4,23,24,29,31,8,9
1241132400,5,19,31,38,47,3,5
1240527600,4,14,21,24,41,5,8
1239922800,4,7,21,44,47,1,5
1239318000,9,14,16,37,46,2,4
1238713200,2,20,24,32,46,1,9
1238112000,25,33,36,38,42,6,7
1237507200,12,16,23,31,35,4,6
1236902400,12,24,26,36,42,1,4
1236297600,13,17,19,25,35,5,6
1235692800,5,9,37,44,45,6,9
1235088000,9,12,13,14,48,1,2
1234483200,22,33,36,40,42,1,2
1233878400,10,20,30,36,40,3,5
1233273600,4,29,34,35,46,5,8
1232668800,32,33,36,40,49,2,8
1232064000,3,17,22,49,50,3,6
1231459200,7,15,22,28,48,1,4
1230854400,29,30,36,37,48,1,6
1230249600,1,2,26,44,50,1,7
1229644800,28,29,40,46,50,5,7
1229040000,2,19,28,42,49,2,7
1228435200,4,8,21,35,45,5,8
1227830400,8,11,16,25,41,2,4
1227225600,9,14,21,49,50,3,8
1226620800,8,10,14,21,26,3,4
1226016000,1,9,12,17,18,3,4
1225411200,3,18,25,34,41,2,5
1224802800,7,15,16,17,45,6,9
1224198000,3,10,12,42,50,1,5
1223593200,4,15,22,31,41,1,6
1222988400,4,13,19,23,38,2,3
1222383600,14,29,31,33,37,1,2
1221778800,14,16,19,20,31,6,9
1221174000,19,23,33,37,50,3,7
1220569200,7,12,16,17,39,3,8
1219964400,2,20,25,37,39,5,8
1219359600,7,27,29,39,50,5,7
1218754800,11,17,18,26,31,5,6
1218150000,4,5,15,16,45,4,7
1217545200,1,22,25,40,50,1,8
1216940400,7,11,15,24,29,2,7
1216335600,10,14,16,29,44,5,6
1215730800,9,11,13,19,37,3,4
1215126000,7,19,22,27,48,5,7
1214521200,5,20,26,44,50,5,7
1213916400,8,11,36,37,45,3,5
1213311600,13,16,37,44,50,1,9
1212706800,7,19,21,40,50,2,9
1212102000,5,7,14,20,49,2,8
1211497200,5,9,19,21,38,1,7
1210892400,6,9,15,25,38,4,9
1210287600,8,9,40,42,45,6,7
1209682800,2,26,37,45,48,4,8
1209078000,4,19,26,27,30,3,8
1208473200,3,6,7,27,50,5,9
1207868400,6,25,30,45,50,5,7
1207263600,11,13,18,37,47,1,6
1206662400,5,9,17,29,39,3,6
1206057600,2,10,18,22,36,4,6
1205452800,13,21,25,35,48,4,8
1204848000,2,7,14,17,35,1,6
1204243200,12,37,40,47,49,2,9
1203638400,4,27,32,46,50,8,9
1203033600,12,27,29,45,46,4,7
1202428800,17,28,30,38,44,1,4
1201824000,22,30,45,47,49,4,9
1201219200,2,6,9,19,45,7,8
1200614400,14,16,23,40,46,4,8
1200009600,8,24,36,49,50,4,8
1199404800,10,12,24,25,41,3,5
1198800000,20,21,22,31,45,7,9
1198195200,7,9,28,37,44,6,7
1197590400,8,25,30,36,44,3,4
1196985600,2,4,32,43,48,1,7
1196380800,12,19,20,30,38,7,9
1195776000,2,10,22,29,48,3,9
1195171200,9,18,23,33,37,1,8
1194566400,5,14,22,25,36,5,6
1193961600,3,16,18,19,40,1,2
1193353200,7,20,38,40,43,1,8
1192748400,7,18,34,35,40,7,8
1192143600,21,32,36,46,47,3,4
1191538800,11,20,27,35,44,2,5
1190934000,22,30,34,35,44,4,5
1190329200,1,17,32,35,37,1,8
1189724400,5,9,11,29,33,7,9
1189119600,2,3,33,34,42,3,5
1188514800,6,18,22,23,37,5,6
1187910000,1,3,16,42,48,2,3
1187305200,2,3,13,38,42,7,8
1186700400,23,40,42,43,49,2,6
1186095600,10,30,33,37,41,1,8
1185490800,1,4,21,29,41,7,8
1184886000,10,21,25,26,50,4,9
1184281200,9,13,15,31,48,3,6
1183676400,4,5,19,39,41,8,9
1183071600,8,12,28,33,45,1,3
1182466800,11,16,17,22,34,5,6
1181862000,5,7,14,21,40,3,8
1181257200,1,15,17,25,45,2,8
1180652400,6,22,37,41,42,6,9
1180047600,25,26,29,49,50,7,8
1179442800,26,34,37,39,49,2,6
1178838000,7,12,26,29,49,2,6
1178233200,6,17,35,41,45,1,5
1177628400,7,18,27,36,44,1,2
1177023600,23,26,32,41,45,3,7
1176418800,7,20,25,38,41,3,7
1175814000,15,23,29,41,48,3,6
1175209200,9,17,19,41,46,1,8
1174608000,5,13,17,40,43,1,3
1174003200,4,14,31,45,49,4,9
1173398400,2,3,25,43,48,6,9
1172793600,3,16,34,38,48,5,8
1172188800,2,15,18,20,22,2,5
1171584000,8,19,20,39,50,6,9
1170979200,14,16,30,36,46,2,8
1170374400,14,23,27,30,36,1,6
1169769600,11,15,23,30,38,4,9
1169164800,5,13,27,33,42,2,4
1168560000,8,11,14,19,25,3,5
1167955200,17,19,29,36,45,5,6
1167350400,6,9,13,14,35,3,4
1166745600,9,11,20,38,43,2,3
1166140800,9,23,35,37,42,3,7
1165536000,16,17,18,36,47,1,2
1164931200,4,8,16,37,41,2,5
1164326400,5,8,17,25,40,1,5
1163721600,12,22,32,33,36,2,6
1163116800,14,21,27,30,36,2,3
1162512000,11,13,24,44,49,3,9
1161903600,3,4,8,44,50,7,8
1161298800,10,19,34,45,47,3,6
1160694000,2,25,32,38,41,3,5
1160089200,5,11,22,35,38,7,8
1159484400,1,3,6,18,24,5,8
1158879600,10,29,30,45,49,3,8
1158274800,6,10,16,26,49,7,9
1157670000,1,10,12,32,33,1,8
1157065200,3,7,25,45,50,6,9
1156460400,10,28,40,47,48,6,8
1155855600,12,37,39,40,50,1,2
1155250800,27,28,31,46,47,2,5
1154646000,1,14,15,26,32,3,7
1154041200,3,8,12,29,43,6,7
1153436400,2,4,9,38,50,6,8
1152831600,1,7,17,31,36,2,8
1152226800,7,9,18,35,43,5,7
1151622000,6,15,16,40,43,1,2
1151017200,9,21,30,43,44,1,9
1150412400,1,16,26,30,36,3,9
1149807600,3,12,15,34,39,4,6
1149202800,7,8,27,41,48,1,6
1148598000,2,12,21,41,49,3,7
1147993200,3,5,25,34,49,5,8
1147388400,5,20,23,34,50,1,5
1146783600,4,8,14,16,50,3,9
1146178800,5,10,17,22,33,5,7
1145574000,1,20,22,37,46,1,9
1144969200,16,26,34,35,49,2,6
1144364400,12,13,29,44,50,4,5
1143759600,3,20,31,45,50,6,7
1143158400,17,28,33,35,47,4,9
1142553600,5,32,44,45,50,1,7
1141948800,1,21,33,45,49,4,8
1141344000,3,5,8,10,44,3,5
1140739200,1,11,18,19,47,3,7
1140134400,4,23,24,26,38,2,4
1139529600,5,6,38,48,50,6,7
1138924800,9,21,30,39,50,1,3
1138320000,9,15,21,40,49,1,4
1137715200,12,15,33,44,50,2,6
1137110400,8,12,19,33,34,1,6
1136505600,2,6,9,14,26,4,5
1135900800,8,16,19,43,45,1,4
1135296000,15,31,36,37,42,1,7
1134691200,2,3,15,18,32,6,7
1134086400,11,18,35,38,42,1,5
1133481600,1,9,20,23,30,4,7
1132876800,1,6,27,39,47,1,6
1132272000,17,18,25,34,48,2,3
1131667200,15,16,36,41,42,3,5
1131062400,26,36,37,38,42,2,6
1130454000,14,36,44,47,50,3,5
1129849200,1,14,19,29,33,1,8
1129244400,10,11,19,20,23,1,6
1128639600,2,13,21,26,44,3,9
1128034800,6,11,47,48,50,1,6
1127430000,1,26,31,34,47,4,9
1126825200,12,13,19,21,38,3,9
1126220400,8,12,19,31,50,6,7
1125615600,3,4,14,43,50,3,6
1125010800,9,29,35,40,41,1,6
1124406000,11,24,29,31,41,1,3
1123801200,15,23,30,37,40,7,9
1123196400,2,11,21,22,30,4,6
1122591600,3,19,26,49,50,4,5
1121986800,3,14,41,48,49,1,4
1121382000,1,11,12,23,42,3,6
1120777200,35,36,42,46,49,2,8
1120172400,4,5,23,25,28,3,4
1119567600,6,8,14,15,45,7,8
1118962800,4,8,10,18,21,1,7
1118358000,6,7,32,37,47,1,7
1117753200,3,8,11,17,50,1,5
1117148400,2,24,31,48,50,4,9
1116543600,6,7,13,28,47,5,8
1115938800,12,17,31,32,40,2,9
1115334000,7,12,21,26,44,6,8
1114729200,3,9,35,39,42,1,8
1114124400,3,10,13,24,47,5,9
1113519600,6,28,31,38,42,3,9
1112914800,7,11,25,31,50,1,3
1112310000,25,26,41,44,47,3,7
1111708800,4,29,33,37,38,6,9
1111104000,6,23,39,43,48,5,7
1110499200,8,12,23,40,43,1,4
1109894400,12,24,32,37,39,7,9
1109289600,3,27,30,43,44,4,8
1108684800,20,21,26,32,46,8,9
1108080000,11,13,25,32,50,4,7
1107475200,1,8,11,30,40,7,8
1106870400,7,21,26,43,45,5,7
1106265600,10,12,14,24,26,5,8
1105660800,6,11,14,19,29,1,3
1105056000,3,23,27,47,50,2,3
1104451200,7,8,24,25,47,8,9
1103846400,3,4,27,29,37,5,6
1103241600,15,19,22,46,49,2,9
1102636800,1,3,13,16,43,2,7
1102032000,1,11,15,42,49,3,4
1101427200,1,4,24,34,36,6,8
1100822400,1,18,29,34,37,2,6
1100217600,4,11,12,13,32,3,9
1099612800,6,19,25,42,49,1,7
1099004400,1,8,32,35,38,4,9
1098399600,1,9,23,25,40,3,9
1097794800,14,21,22,37,43,5,8
1097190000,1,10,12,16,48,2,6
1096585200,12,20,21,45,48,5,6
1095980400,21,26,27,44,48,1,7
1095375600,15,18,29,39,41,5,8
1094770800,5,25,33,36,38,2,5
1094166000,8,12,14,15,34,6,7
1093561200,1,11,22,28,44,1,9
1092956400,6,9,10,27,35,6,8
1092351600,20,27,41,43,50,5,8
1091746800,5,15,24,35,44,5,6
1091142000,9,10,19,37,50,1,6
1090537200,7,10,27,31,34,3,8
1089932400,24,26,31,38,50,5,8
1089327600,2,5,12,19,44,8,9
1088722800,4,23,24,28,34,1,3
1088118000,3,21,30,34,35,1,2
1087513200,2,23,28,40,43,2,6
1086908400,2,7,8,10,47,1,7
1086303600,9,13,34,41,42,3,7
1085698800,6,11,35,41,44,5,6
1085094000,15,29,37,39,49,4,9
1084489200,1,3,21,32,39,2,6
1083884400,15,16,21,36,38,1,5
1083279600,5,6,16,23,27,6,7
1082674800,6,10,21,45,49,3,5
1082070000,14,15,28,35,40,1,3
1081465200,1,4,10,19,23,2,8
1080860400,4,12,24,27,36,2,9
1080259200,3,4,10,23,43,2,4
1079654400,33,36,37,42,45,4,9
1079049600,15,24,28,44,47,4,5
1078444800,4,7,33,37,39,1,5
1077840000,14,18,19,31,37,4,5
1077235200,7,13,39,47,50,2,5
1076630400,16,29,32,36,41,7,9
